price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price_kbb,mpg,rating,year_kbb
11777.0,2016.0,nissan,rogue,excellent,4 cylinders,gas,90222.0,clean,automatic,4wd,mid-size,SUV,grey,26745.0,30.0,4.7 / 5,2021.0
3495.0,2004.0,honda,odyssey,good,6 cylinders,gas,133224.0,clean,automatic,fwd,full-size,van,silver,32910.0,22.0,4.7 / 5,2021.0
21995.0,2019.0,nissan,rogue,good,4 cylinders,gas,22511.0,clean,automatic,4wd,full-size,SUV,white,26745.0,30.0,4.7 / 5,2021.0
11995.0,2011.0,ford,edge,good,6 cylinders,gas,96633.0,clean,automatic,4wd,full-size,SUV,brown,32345.0,24.0,3.8 / 5,2020.0
11995.0,2011.0,ford,edge,good,6 cylinders,gas,98812.0,clean,automatic,4wd,full-size,SUV,silver,32345.0,24.0,3.8 / 5,2020.0
15995.0,2017.0,ford,escape,good,4 cylinders,gas,47734.0,clean,automatic,fwd,full-size,SUV,orange,26080.0,30.0,4.3 / 5,2020.0
14349.0,2013.0,kia,sportage,good,6 cylinders,gas,97745.0,clean,automatic,4wd,full-size,SUV,white,25110.0,26.0,4.3 / 5,2021.0
12995.0,2013.0,nissan,pathfinder,good,6 cylinders,gas,128285.0,clean,automatic,4wd,full-size,SUV,white,33075.0,23.0,4.1 / 5,2020.0
9995.0,2013.0,ford,escape,good,4 cylinders,gas,95561.0,clean,automatic,fwd,full-size,SUV,grey,26080.0,30.0,4.3 / 5,2020.0
7495.0,2012.0,nissan,altima,excellent,4 cylinders,gas,101770.0,clean,automatic,fwd,full-size,sedan,blue,25225.0,32.0,4.3 / 5,2021.0
14800.0,2017.0,chevrolet,malibu,excellent,4 cylinders,gas,70404.0,clean,manual,fwd,mid-size,sedan,silver,22970.0,32.0,4.1 / 5,2020.0
7500.0,2010.0,chevrolet,traverse,excellent,6 cylinders,gas,154500.0,clean,automatic,4wd,full-size,SUV,grey,30995.0,21.0,4.3 / 5,2021.0
11400.0,2011.0,honda,cr-v,excellent,4 cylinders,gas,128464.0,clean,automatic,4wd,mid-size,SUV,grey,26470.0,30.0,4.7 / 5,2021.0
11800.0,2013.0,hyundai,tucson,excellent,4 cylinders,gas,56019.0,clean,automatic,fwd,mid-size,SUV,silver,24840.0,25.0,4.2 / 5,2021.0
3850.0,2011.0,nissan,versa,good,4 cylinders,gas,126283.0,clean,automatic,fwd,compact,hatchback,red,15755.0,30.0,4.2 / 5,2020.0
5950.0,2013.0,kia,soul,excellent,4 cylinders,gas,85000.0,clean,automatic,fwd,sub-compact,hatchback,red,18610.0,27.0,4.6 / 5,2021.0
19888.0,2016.0,honda,odyssey,good,6 cylinders,gas,95524.0,clean,automatic,rwd,full-size,van,grey,32910.0,22.0,4.7 / 5,2021.0
15988.0,2014.0,ford,flex,good,6 cylinders,gas,85199.0,clean,automatic,4wd,full-size,SUV,black,31670.0,19.0,3.7 / 5,2019.0
12901.0,2014.0,ford,fusion,good,4 cylinders,gas,61551.0,clean,automatic,rwd,compact,sedan,grey,24365.0,24.0,4.1 / 5,2020.0
15951.0,2014.0,audi,q5,good,4 cylinders,gas,99991.0,clean,automatic,rwd,full-size,SUV,white,44395.0,25.0,4.7 / 5,2021.0
8988.0,2014.0,chevrolet,cruze,good,4 cylinders,gas,67233.0,clean,automatic,rwd,compact,sedan,black,18870.0,33.0,4.2 / 5,2019.0
8955.0,2010.0,honda,cr-v,good,4 cylinders,gas,131394.0,clean,automatic,rwd,full-size,SUV,silver,26470.0,30.0,4.7 / 5,2021.0
11988.0,2014.0,nissan,altima,good,4 cylinders,gas,86902.0,clean,automatic,rwd,compact,sedan,black,25225.0,32.0,4.3 / 5,2021.0
12988.0,2016.0,ford,fusion,good,4 cylinders,gas,79994.0,clean,automatic,rwd,compact,sedan,grey,24365.0,24.0,4.1 / 5,2020.0
9877.0,2011.0,hyundai,santa fe,good,4 cylinders,gas,122868.0,clean,automatic,rwd,full-size,SUV,white,28025.0,26.0,4.7 / 5,2021.0
12988.0,2016.0,kia,soul,good,4 cylinders,gas,36164.0,clean,automatic,rwd,compact,wagon,white,18610.0,27.0,4.6 / 5,2021.0
13988.0,2016.0,volkswagen,passat,good,4 cylinders,gas,67849.0,clean,automatic,rwd,compact,sedan,white,23915.0,27.0,4.1 / 5,2020.0
2200.0,2004.0,chevrolet,trailblazer,good,6 cylinders,gas,200000.0,clean,automatic,4wd,mid-size,truck,white,19995.0,29.0,4.6 / 5,2021.0
7995.0,2013.0,hyundai,accent,good,4 cylinders,gas,48337.0,clean,automatic,rwd,compact,hatchback,black,16270.0,33.0,4.3 / 5,2020.0
10988.0,2014.0,mazda,mazda3,good,4 cylinders,gas,145443.0,clean,automatic,rwd,compact,hatchback,black,21445.0,31.0,4.4 / 5,2021.0
7200.0,2011.0,chevrolet,impala,excellent,6 cylinders,gas,96000.0,clean,automatic,fwd,full-size,sedan,silver,32495.0,22.0,4.5 / 5,2020.0
10500.0,2007.0,chevrolet,tahoe,excellent,8 cylinders,gas,173000.0,clean,automatic,4wd,full-size,SUV,custom,50295.0,18.0,4.7 / 5,2021.0
3500.0,1999.0,chevrolet,suburban,good,8 cylinders,gas,248000.0,clean,automatic,4wd,full-size,SUV,brown,52995.0,18.0,4.6 / 5,2021.0
18900.0,2018.0,acura,tlx,excellent,4 cylinders,gas,112000.0,clean,automatic,fwd,mid-size,sedan,blue,38525.0,25.0,4.7 / 5,2021.0
24900.0,2017.0,audi,q5,good,4 cylinders,gas,41812.0,clean,automatic,4wd,full-size,SUV,black,44395.0,25.0,4.7 / 5,2021.0
14900.0,2017.0,nissan,rogue sport,good,4 cylinders,gas,71785.0,clean,automatic,4wd,full-size,SUV,white,24525.0,28.0,4.4 / 5,2020.0
8900.0,2014.0,mitsubishi,outlander sport,good,4 cylinders,gas,125770.0,clean,automatic,4wd,full-size,SUV,silver,23935.0,27.0,3.1 / 5,2020.0
5000.0,2009.0,ford,escape,excellent,6 cylinders,gas,162000.0,clean,automatic,4wd,compact,SUV,blue,26080.0,30.0,4.3 / 5,2020.0
3500.0,2004.0,nissan,maxima,excellent,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,sedan,silver,35375.0,24.0,3.9 / 5,2020.0
7495.0,2008.0,honda,odyssey,excellent,6 cylinders,gas,132252.0,clean,automatic,fwd,full-size,van,silver,32910.0,22.0,4.7 / 5,2021.0
8995.0,2012.0,subaru,forester,excellent,4 cylinders,gas,142659.0,clean,automatic,4wd,full-size,SUV,blue,25845.0,29.0,4.5 / 5,2021.0
8495.0,2008.0,honda,cr-v,excellent,4 cylinders,gas,162177.0,clean,automatic,4wd,full-size,SUV,silver,26470.0,30.0,4.7 / 5,2021.0
7495.0,2008.0,honda,pilot,excellent,6 cylinders,gas,183050.0,clean,automatic,4wd,full-size,SUV,silver,33370.0,23.0,4.6 / 5,2021.0
7995.0,2008.0,honda,cr-v,excellent,4 cylinders,gas,158228.0,clean,automatic,4wd,full-size,SUV,blue,26470.0,30.0,4.7 / 5,2021.0
8000.0,2016.0,kia,soul,excellent,4 cylinders,gas,120000.0,lien,automatic,fwd,compact,wagon,blue,18610.0,27.0,4.6 / 5,2021.0
4500.0,2011.0,nissan,sentra,excellent,4 cylinders,gas,120000.0,clean,automatic,fwd,full-size,sedan,white,20235.0,33.0,4.6 / 5,2020.0
2900.0,2003.0,acura,mdx,good,6 cylinders,gas,215000.0,clean,automatic,4wd,mid-size,SUV,black,45525.0,23.0,4.6 / 5,2020.0
16500.0,1966.0,ford,mustang,excellent,6 cylinders,gas,46000.0,clean,automatic,rwd,mid-size,coupe,red,27765.0,24.0,4.6 / 5,2020.0
7950.0,2012.0,chevrolet,traverse,good,6 cylinders,gas,128024.0,clean,automatic,fwd,full-size,SUV,custom,30995.0,21.0,4.3 / 5,2021.0
9650.0,2016.0,ford,escape,good,4 cylinders,gas,165357.0,clean,automatic,4wd,full-size,SUV,orange,26080.0,30.0,4.3 / 5,2020.0
6750.0,2007.0,ford,edge,good,6 cylinders,gas,169675.0,clean,automatic,4wd,full-size,SUV,orange,32345.0,24.0,3.8 / 5,2020.0
6850.0,2010.0,ford,edge,good,6 cylinders,gas,181914.0,clean,automatic,4wd,full-size,SUV,black,32345.0,24.0,3.8 / 5,2020.0
8350.0,2012.0,nissan,altima,excellent,4 cylinders,gas,56000.0,clean,automatic,fwd,mid-size,sedan,silver,25225.0,32.0,4.3 / 5,2021.0
5650.0,2005.0,honda,civic,good,4 cylinders,gas,143884.0,clean,automatic,fwd,mid-size,coupe,red,22005.0,33.0,4.6 / 5,2021.0
1800.0,2003.0,hyundai,elantra,good,4 cylinders,gas,151616.0,clean,automatic,fwd,compact,hatchback,black,20645.0,37.0,4.8 / 5,2021.0
3000.0,2002.0,chevrolet,camaro,excellent,8 cylinders,gas,121500.0,clean,manual,rwd,mid-size,coupe,silver,25995.0,23.0,4.3 / 5,2020.0
6999.0,2008.0,ford,explorer,excellent,6 cylinders,gas,158000.0,clean,automatic,4wd,full-size,SUV,white,33470.0,24.0,4.1 / 5,2021.0
7500.0,2012.0,volkswagen,jetta sportwagen,good,5 cylinders,gas,70012.0,clean,manual,fwd,mid-size,hatchback,grey,31565.0,22.0,4.5 / 5,2020.0
0.0,2007.0,nissan,versa,excellent,4 cylinders,gas,122113.0,clean,automatic,fwd,mid-size,hatchback,silver,15755.0,30.0,4.2 / 5,2020.0
0.0,2010.0,kia,forte,excellent,4 cylinders,gas,170117.0,clean,automatic,fwd,mid-size,sedan,black,18855.0,31.0,4.5 / 5,2021.0
3800.0,2006.0,nissan,altima,good,6 cylinders,gas,180000.0,clean,automatic,fwd,full-size,sedan,black,25225.0,32.0,4.3 / 5,2021.0
1500.0,1998.0,chevrolet,suburban,good,8 cylinders,gas,216000.0,missing,automatic,4wd,full-size,SUV,blue,52995.0,18.0,4.6 / 5,2021.0
7500.0,2013.0,ford,escape,good,4 cylinders,gas,151205.0,clean,automatic,fwd,full-size,SUV,black,26080.0,30.0,4.3 / 5,2020.0
6500.0,2012.0,chevrolet,malibu,good,4 cylinders,gas,92000.0,clean,automatic,rwd,full-size,sedan,custom,22970.0,32.0,4.1 / 5,2020.0
4500.0,2010.0,mazda,cx-5,good,4 cylinders,gas,139000.0,clean,automatic,rwd,full-size,mini-van,grey,26370.0,28.0,4.2 / 5,2021.0
6000.0,2012.0,chevrolet,impala,excellent,6 cylinders,gas,134000.0,clean,automatic,fwd,full-size,sedan,black,32495.0,22.0,4.5 / 5,2020.0
3499.0,2003.0,chevrolet,trailblazer,good,6 cylinders,gas,206000.0,clean,automatic,4wd,mid-size,SUV,grey,19995.0,29.0,4.6 / 5,2021.0
22900.0,2017.0,honda,cr-v,excellent,4 cylinders,gas,30450.0,clean,automatic,fwd,compact,SUV,grey,26470.0,30.0,4.7 / 5,2021.0
12500.0,1984.0,chevrolet,camaro,excellent,8 cylinders,gas,79256.0,clean,automatic,rwd,mid-size,coupe,white,25995.0,23.0,4.3 / 5,2020.0
5500.0,2004.0,honda,odyssey,excellent,6 cylinders,gas,147000.0,clean,automatic,fwd,full-size,mini-van,blue,32910.0,22.0,4.7 / 5,2021.0
3000.0,2008.0,hyundai,elantra,good,4 cylinders,gas,212000.0,clean,automatic,fwd,compact,sedan,grey,20645.0,37.0,4.8 / 5,2021.0
0.0,2017.0,kia,forte,excellent,4 cylinders,gas,82341.0,clean,automatic,fwd,mid-size,sedan,red,18855.0,31.0,4.5 / 5,2021.0
0.0,2018.0,chevrolet,suburban,excellent,8 cylinders,gas,11070.0,clean,automatic,4wd,full-size,SUV,black,52995.0,18.0,4.6 / 5,2021.0
13950.0,2016.0,hyundai,tucson,excellent,4 cylinders,gas,60112.0,clean,automatic,fwd,mid-size,SUV,silver,24840.0,25.0,4.2 / 5,2021.0
11950.0,2009.0,dodge,durango,excellent,8 cylinders,gas,92000.0,clean,automatic,4wd,mid-size,SUV,silver,33260.0,21.0,3.1 / 5,2021.0
6900.0,2003.0,chevrolet,suburban,good,6 cylinders,gas,149293.0,clean,automatic,4wd,full-size,SUV,grey,52995.0,18.0,4.6 / 5,2021.0
6900.0,2007.0,honda,odyssey,good,6 cylinders,gas,122589.0,clean,automatic,fwd,full-size,van,custom,32910.0,22.0,4.7 / 5,2021.0
14990.0,2013.0,buick,enclave,good,6 cylinders,gas,115733.0,clean,automatic,4wd,full-size,SUV,white,41195.0,21.0,4.5 / 5,2020.0
3800.0,2005.0,honda,pilot,good,6 cylinders,gas,192000.0,clean,automatic,4wd,mid-size,SUV,silver,33370.0,23.0,4.6 / 5,2021.0
3750.0,2005.0,buick,lacrosse,excellent,6 cylinders,gas,157534.0,clean,automatic,fwd,mid-size,sedan,silver,30495.0,29.0,3.9 / 5,2019.0
9990.0,2013.0,ford,escape,good,4 cylinders,gas,159142.0,clean,automatic,4wd,full-size,SUV,grey,26080.0,30.0,4.3 / 5,2020.0
7800.0,2004.0,chevrolet,tahoe,excellent,8 cylinders,gas,146000.0,clean,automatic,4wd,full-size,SUV,black,50295.0,18.0,4.7 / 5,2021.0
3300.0,2009.0,nissan,versa,good,4 cylinders,gas,118668.0,clean,manual,fwd,compact,sedan,black,15755.0,30.0,4.2 / 5,2020.0
5500.0,2004.0,honda,pilot,good,6 cylinders,gas,173000.0,clean,automatic,4wd,full-size,SUV,silver,33370.0,23.0,4.6 / 5,2021.0
2500.0,2004.0,chevrolet,impala,good,6 cylinders,gas,146000.0,clean,automatic,fwd,full-size,sedan,red,32495.0,22.0,4.5 / 5,2020.0
16990.0,2014.0,buick,enclave,good,6 cylinders,gas,102767.0,clean,automatic,fwd,full-size,SUV,silver,41195.0,21.0,4.5 / 5,2020.0
7450.0,2016.0,ford,fiesta,excellent,4 cylinders,gas,82156.0,clean,automatic,fwd,sub-compact,sedan,black,15235.0,30.0,4.2 / 5,2019.0
9997.0,2015.0,nissan,altima,excellent,4 cylinders,gas,61083.0,clean,automatic,fwd,mid-size,sedan,white,25225.0,32.0,4.3 / 5,2021.0
6995.0,2012.0,volkswagen,passat,excellent,5 cylinders,gas,109175.0,clean,automatic,fwd,mid-size,sedan,silver,23915.0,27.0,4.1 / 5,2020.0
3600.0,2010.0,chevrolet,malibu,good,4 cylinders,gas,154333.0,clean,automatic,fwd,full-size,sedan,silver,22970.0,32.0,4.1 / 5,2020.0
14000.0,2014.0,lincoln,mkz,like new,4 cylinders,gas,109000.0,clean,automatic,fwd,mid-size,sedan,white,37745.0,41.0,3.7 / 5,2020.0
5800.0,2012.0,ford,fiesta,good,3 cylinders,gas,105365.0,clean,automatic,fwd,compact,sedan,black,15235.0,30.0,4.2 / 5,2019.0
22869.0,2017.0,subaru,forester,excellent,4 cylinders,gas,51086.0,clean,automatic,4wd,full-size,wagon,silver,25845.0,29.0,4.5 / 5,2021.0
9995.0,2010.0,audi,a4,excellent,4 cylinders,gas,119589.0,clean,automatic,4wd,compact,sedan,blue,38395.0,30.0,4.7 / 5,2020.0
7000.0,2005.0,chevrolet,suburban,good,8 cylinders,gas,217000.0,clean,automatic,4wd,full-size,SUV,black,52995.0,18.0,4.6 / 5,2021.0
1900.0,2006.0,honda,pilot,good,6 cylinders,gas,347044.0,clean,automatic,fwd,mid-size,SUV,silver,33370.0,23.0,4.6 / 5,2021.0
4850.0,2009.0,ford,fusion,excellent,6 cylinders,gas,157309.0,clean,automatic,fwd,mid-size,sedan,silver,24365.0,24.0,4.1 / 5,2020.0
9995.0,2014.0,kia,soul,good,4 cylinders,gas,86976.0,clean,automatic,fwd,compact,wagon,blue,18610.0,27.0,4.6 / 5,2021.0
2995.0,2001.0,honda,cr-v,good,4 cylinders,gas,201500.0,clean,automatic,fwd,full-size,SUV,black,26470.0,30.0,4.7 / 5,2021.0
10500.0,2013.0,subaru,impreza,excellent,4 cylinders,gas,84000.0,clean,manual,4wd,compact,hatchback,grey,19720.0,26.0,4.2 / 5,2021.0
3500.0,2003.0,volkswagen,jetta,excellent,4 cylinders,gas,126000.0,clean,automatic,fwd,compact,sedan,silver,19815.0,34.0,4.4 / 5,2020.0
11500.0,2015.0,subaru,impreza,excellent,4 cylinders,gas,81059.0,clean,automatic,4wd,compact,sedan,blue,19720.0,26.0,4.2 / 5,2021.0
5950.0,2009.0,subaru,impreza,excellent,4 cylinders,gas,114198.0,rebuilt,automatic,4wd,compact,sedan,silver,19720.0,26.0,4.2 / 5,2021.0
13300.0,2012.0,honda,odyssey,excellent,6 cylinders,gas,103167.0,clean,automatic,fwd,full-size,mini-van,grey,32910.0,22.0,4.7 / 5,2021.0
12450.0,2015.0,ford,fusion,excellent,4 cylinders,gas,41214.0,rebuilt,automatic,fwd,mid-size,sedan,blue,24365.0,24.0,4.1 / 5,2020.0
1600.0,1999.0,chevrolet,trailblazer,good,6 cylinders,gas,149624.0,clean,automatic,fwd,full-size,SUV,blue,19995.0,29.0,4.6 / 5,2021.0
3700.0,2005.0,honda,civic,excellent,4 cylinders,gas,167817.0,clean,automatic,fwd,full-size,sedan,grey,22005.0,33.0,4.6 / 5,2021.0
13900.0,2007.0,chevrolet,suburban,excellent,8 cylinders,gas,142215.0,clean,automatic,4wd,full-size,SUV,black,52995.0,18.0,4.6 / 5,2021.0
875.0,2001.0,honda,civic,good,4 cylinders,gas,138657.0,clean,automatic,fwd,compact,sedan,purple,22005.0,33.0,4.6 / 5,2021.0
4595.0,2010.0,kia,forte,excellent,6 cylinders,gas,166000.0,clean,automatic,fwd,compact,sedan,white,18855.0,31.0,4.5 / 5,2021.0
3895.0,2007.0,ford,fusion,good,6 cylinders,gas,105000.0,clean,automatic,fwd,compact,sedan,blue,24365.0,24.0,4.1 / 5,2020.0
2395.0,2008.0,ford,fusion,excellent,6 cylinders,gas,144000.0,clean,automatic,fwd,compact,sedan,black,24365.0,24.0,4.1 / 5,2020.0
2495.0,2005.0,volkswagen,passat,like new,6 cylinders,gas,137000.0,clean,automatic,fwd,full-size,sedan,silver,23915.0,27.0,4.1 / 5,2020.0
7999.0,2013.0,nissan,altima,excellent,4 cylinders,gas,150112.0,clean,automatic,fwd,mid-size,sedan,red,25225.0,32.0,4.3 / 5,2021.0
9999.0,2014.0,chevrolet,malibu,excellent,4 cylinders,gas,89261.0,clean,manual,fwd,mid-size,sedan,silver,22970.0,32.0,4.1 / 5,2020.0
8999.0,2016.0,nissan,versa note,excellent,4 cylinders,gas,63065.0,clean,automatic,fwd,mid-size,sedan,white,16575.0,34.0,4.3 / 5,2019.0
19500.0,2016.0,honda,pilot,excellent,6 cylinders,gas,78465.0,clean,automatic,4wd,mid-size,SUV,white,33370.0,23.0,4.6 / 5,2021.0
11600.0,2017.0,chevrolet,cruze,excellent,4 cylinders,gas,56575.0,clean,automatic,fwd,compact,hatchback,silver,18870.0,33.0,4.2 / 5,2019.0
25500.0,1966.0,ford,mustang,excellent,8 cylinders,gas,58413.0,clean,automatic,rwd,mid-size,coupe,blue,27765.0,24.0,4.6 / 5,2020.0
9500.0,1996.0,ford,mustang,excellent,8 cylinders,gas,107354.0,clean,manual,rwd,mid-size,coupe,red,27765.0,24.0,4.6 / 5,2020.0
5000.0,2012.0,chevrolet,impala,excellent,6 cylinders,gas,71000.0,clean,automatic,fwd,full-size,sedan,black,32495.0,22.0,4.5 / 5,2020.0
8999.0,2013.0,nissan,altima,excellent,6 cylinders,gas,119638.0,clean,automatic,fwd,full-size,sedan,red,25225.0,32.0,4.3 / 5,2021.0
8900.0,2013.0,mazda,mazda3,good,4 cylinders,gas,68500.0,clean,automatic,fwd,mid-size,sedan,red,21445.0,31.0,4.4 / 5,2021.0
14900.0,2015.0,ford,mustang,excellent,6 cylinders,gas,63404.0,clean,automatic,fwd,compact,convertible,green,27765.0,24.0,4.6 / 5,2020.0
3000.0,2004.0,honda,cr-v,fair,4 cylinders,gas,274000.0,clean,automatic,fwd,mid-size,SUV,black,26470.0,30.0,4.7 / 5,2021.0
11500.0,2016.0,honda,fit,excellent,4 cylinders,gas,84000.0,clean,automatic,fwd,compact,hatchback,yellow,17145.0,31.0,4.6 / 5,2020.0
3650.0,2009.0,hyundai,accent,good,4 cylinders,gas,132000.0,clean,automatic,fwd,compact,sedan,white,16270.0,33.0,4.3 / 5,2020.0
5500.0,2008.0,volkswagen,jetta,good,5 cylinders,gas,156000.0,clean,automatic,fwd,mid-size,sedan,white,19815.0,34.0,4.4 / 5,2020.0
14950.0,2017.0,chevrolet,malibu,like new,4 cylinders,gas,61545.0,clean,automatic,fwd,full-size,sedan,grey,22970.0,32.0,4.1 / 5,2020.0
11500.0,2016.0,kia,soul,like new,4 cylinders,gas,43900.0,clean,manual,fwd,compact,wagon,green,18610.0,27.0,4.6 / 5,2021.0
18499.0,2014.0,honda,pilot,excellent,6 cylinders,gas,72759.0,clean,automatic,4wd,full-size,SUV,white,33370.0,23.0,4.6 / 5,2021.0
0.0,2017.0,chevrolet,malibu,excellent,4 cylinders,gas,63949.0,clean,automatic,fwd,mid-size,sedan,blue,22970.0,32.0,4.1 / 5,2020.0
14744.0,2016.0,chevrolet,impala,excellent,6 cylinders,gas,36821.0,clean,automatic,fwd,full-size,sedan,silver,32495.0,22.0,4.5 / 5,2020.0
0.0,2013.0,chevrolet,volt,excellent,4 cylinders,hybrid,74765.0,clean,automatic,fwd,sub-compact,hatchback,blue,34395.0,42.0,4.4 / 5,2019.0
7499.0,2010.0,honda,civic,excellent,4 cylinders,gas,125000.0,clean,automatic,fwd,compact,sedan,grey,22005.0,33.0,4.6 / 5,2021.0
13900.0,2012.0,audi,a5,good,4 cylinders,gas,83110.0,clean,automatic,4wd,mid-size,coupe,blue,43895.0,27.0,4.8 / 5,2020.0
2750.0,2010.0,hyundai,accent,good,4 cylinders,gas,130000.0,clean,manual,fwd,sub-compact,hatchback,yellow,16270.0,33.0,4.3 / 5,2020.0
4800.0,2007.0,ford,explorer,excellent,6 cylinders,gas,186000.0,clean,automatic,4wd,full-size,SUV,blue,33470.0,24.0,4.1 / 5,2021.0
12999.0,2013.0,hyundai,santa fe,excellent,4 cylinders,gas,112790.0,clean,automatic,4wd,compact,SUV,black,28025.0,26.0,4.7 / 5,2021.0
7995.0,2008.0,acura,mdx,excellent,6 cylinders,gas,131995.0,clean,automatic,4wd,full-size,SUV,red,45525.0,23.0,4.6 / 5,2020.0
6995.0,2008.0,honda,pilot,excellent,6 cylinders,gas,171000.0,clean,automatic,fwd,full-size,SUV,black,33370.0,23.0,4.6 / 5,2021.0
5995.0,2009.0,hyundai,santa fe,excellent,6 cylinders,gas,131000.0,clean,automatic,4wd,mid-size,SUV,red,28025.0,26.0,4.7 / 5,2021.0
3900.0,2001.0,honda,cr-v,good,4 cylinders,gas,139000.0,clean,automatic,4wd,mid-size,SUV,white,26470.0,30.0,4.7 / 5,2021.0
7995.0,2014.0,kia,soul,excellent,4 cylinders,gas,82594.0,clean,manual,fwd,mid-size,SUV,white,18610.0,27.0,4.6 / 5,2021.0
7995.0,2009.0,chevrolet,tahoe,good,8 cylinders,gas,130530.0,rebuilt,automatic,fwd,mid-size,SUV,blue,50295.0,18.0,4.7 / 5,2021.0
8500.0,1968.0,chevrolet,impala,excellent,8 cylinders,gas,1000.0,clean,automatic,rwd,full-size,coupe,green,32495.0,22.0,4.5 / 5,2020.0
2000.0,2004.0,hyundai,elantra,fair,4 cylinders,gas,231765.0,salvage,manual,fwd,compact,other,silver,20645.0,37.0,4.8 / 5,2021.0
1400.0,2000.0,volkswagen,golf,fair,4 cylinders,gas,194000.0,clean,manual,fwd,compact,hatchback,black,24115.0,31.0,4.1 / 5,2020.0
6999.0,2014.0,chevrolet,spark,excellent,4 cylinders,gas,112567.0,clean,manual,fwd,compact,hatchback,white,14095.0,33.0,3.8 / 5,2020.0
0.0,2016.0,mitsubishi,outlander,excellent,4 cylinders,gas,59500.0,clean,automatic,fwd,full-size,SUV,black,26235.0,27.0,3.5 / 5,2020.0
16000.0,2020.0,volkswagen,jetta,excellent,4 cylinders,gas,32.0,clean,automatic,fwd,full-size,sedan,silver,19815.0,34.0,4.4 / 5,2020.0
12000.0,2017.0,nissan,altima,like new,4 cylinders,gas,4457.0,clean,automatic,fwd,full-size,sedan,blue,25225.0,32.0,4.3 / 5,2021.0
14000.0,2019.0,kia,soul,excellent,4 cylinders,gas,18600.0,clean,automatic,fwd,mid-size,hatchback,red,18610.0,27.0,4.6 / 5,2021.0
6000.0,2012.0,honda,civic,excellent,4 cylinders,gas,103.0,clean,automatic,fwd,mid-size,sedan,blue,22005.0,33.0,4.6 / 5,2021.0
27500.0,1967.0,ford,mustang,excellent,8 cylinders,gas,42604.0,clean,automatic,rwd,mid-size,coupe,red,27765.0,24.0,4.6 / 5,2020.0
9700.0,2016.0,ford,fusion,good,4 cylinders,gas,110865.0,clean,automatic,fwd,mid-size,sedan,red,24365.0,24.0,4.1 / 5,2020.0
9900.0,2013.0,honda,civic,excellent,4 cylinders,gas,130110.0,clean,manual,fwd,compact,coupe,red,22005.0,33.0,4.6 / 5,2021.0
3100.0,2007.0,nissan,sentra,good,4 cylinders,gas,90500.0,clean,automatic,fwd,compact,sedan,blue,20235.0,33.0,4.6 / 5,2020.0
9400.0,2015.0,nissan,altima,good,4 cylinders,gas,56000.0,clean,automatic,fwd,mid-size,sedan,white,25225.0,32.0,4.3 / 5,2021.0
2295.0,2010.0,ford,fusion,excellent,6 cylinders,gas,167200.0,clean,automatic,fwd,mid-size,sedan,grey,24365.0,24.0,4.1 / 5,2020.0
5300.0,2010.0,chevrolet,traverse,like new,6 cylinders,gas,138339.0,clean,automatic,fwd,full-size,SUV,custom,30995.0,21.0,4.3 / 5,2021.0
3250.0,2003.0,ford,taurus,good,6 cylinders,gas,133000.0,clean,automatic,fwd,mid-size,sedan,silver,28895.0,21.0,3.1 / 5,2019.0
2900.0,2007.0,hyundai,elantra,good,4 cylinders,gas,106509.0,clean,manual,fwd,mid-size,sedan,red,20645.0,37.0,4.8 / 5,2021.0
1650.0,2007.0,volkswagen,passat,good,4 cylinders,gas,183000.0,clean,automatic,fwd,mid-size,sedan,grey,23915.0,27.0,4.1 / 5,2020.0
6400.0,2011.0,chevrolet,cruze,excellent,4 cylinders,gas,150000.0,clean,manual,fwd,compact,sedan,blue,18870.0,33.0,4.2 / 5,2019.0
7500.0,2010.0,honda,pilot,good,6 cylinders,gas,143000.0,clean,automatic,4wd,full-size,SUV,custom,33370.0,23.0,4.6 / 5,2021.0
4388.0,2006.0,chevrolet,impala,good,6 cylinders,gas,124401.0,clean,automatic,fwd,full-size,sedan,blue,32495.0,22.0,4.5 / 5,2020.0
12450.0,2017.0,nissan,rogue,excellent,4 cylinders,gas,60000.0,salvage,automatic,fwd,full-size,SUV,red,26745.0,30.0,4.7 / 5,2021.0
25500.0,2019.0,buick,enclave,good,6 cylinders,gas,5976.0,rebuilt,automatic,fwd,full-size,SUV,white,41195.0,21.0,4.5 / 5,2020.0
7200.0,2015.0,kia,forte,good,4 cylinders,gas,56998.0,salvage,automatic,fwd,mid-size,sedan,black,18855.0,31.0,4.5 / 5,2021.0
9995.0,2014.0,honda,civic,good,4 cylinders,gas,166315.0,clean,automatic,fwd,compact,coupe,red,22005.0,33.0,4.6 / 5,2021.0
8900.0,2015.0,dodge,journey,excellent,6 cylinders,gas,125000.0,clean,automatic,fwd,mid-size,wagon,grey,25170.0,21.0,2.9 / 5,2020.0
6650.0,2013.0,honda,civic,excellent,4 cylinders,gas,117080.0,salvage,automatic,fwd,mid-size,sedan,grey,22005.0,33.0,4.6 / 5,2021.0
3500.0,2008.0,nissan,altima,good,4 cylinders,gas,167000.0,clean,automatic,fwd,compact,coupe,black,25225.0,32.0,4.3 / 5,2021.0
