price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price_kbb,mpg,rating,year_kbb,year_difference,new_price,depreciation,depreciation per year
5500.0,2012,kia,sorento,excellent,6,gas,32000.0,clean,automatic,4wd,full-size,SUV,blue,30560.0,Low mpg (20 - 30),4.7,2021,9,25571.241,0.7849146234240254,0.15696490616323922
11450.0,2015,ford,explorer,excellent,6,gas,97604.0,clean,automatic,4wd,full-size,SUV,black,33470.0,Low mpg (20 - 30),4.1,2021,6,29720.402,0.6147427615548403,0.1469814651123319
18300.0,2013,chevrolet,tahoe,excellent,8,gas,137500.0,clean,automatic,4wd,full-size,SUV,black,50295.0,,4.7,2021,8,42926.298,0.5736879057215696,0.10109052802116059
4400.0,2008,ford,taurus,excellent,6,gas,165700.0,clean,automatic,4wd,full-size,sedan,silver,28895.0,Low mpg (20 - 30),3.1,2019,11,23239.181,0.8106645840918404,0.1404051492326306
4000.0,2004,volkswagen,passat,excellent,6,gas,129800.0,clean,automatic,fwd,compact,sedan,grey,23915.0,Low mpg (20 - 30),4.1,2020,16,17420.782,0.7703891822996235,0.08785890711610189
6800.0,2014,chevrolet,cruze,like new,4,gas,124800.0,clean,automatic,fwd,mid-size,sedan,black,18870.0,Medium mpg (30 - 40),4.2,2019,5,17091.14,0.6021330350111227,0.16833662524202864
9995.0,2006,honda,ridgeline,excellent,6,gas,171115.0,clean,automatic,4wd,full-size,pickup,grey,35020.0,Low mpg (20 - 30),4.3,2020,14,26540.783,0.6234097539624208,0.06737955176430366
1000.0,1995,honda,odyssey,fair,4,gas,230150.0,clean,automatic,rwd,full-size,mini-van,blue,32910.0,Low mpg (20 - 30),4.7,2021,26,19666.334,0.9491516822606593,0.10825351268272054
5950.0,2004,honda,cr-v,like new,4,gas,91809.0,clean,automatic,4wd,full-size,SUV,white,26470.0,Low mpg (20 - 30),4.7,2021,17,18903.883,0.6852498505201285,0.06573821467298613
2900.0,2013,ford,fusion,good,4,gas,254000.0,clean,automatic,fwd,full-size,sedan,yellow,24365.0,Low mpg (20 - 30),4.1,2020,7,21211.199,0.8632797702760697,0.24742889435745719
28500.0,2017,ford,explorer,excellent,6,gas,35600.0,clean,automatic,4wd,full-size,SUV,white,33470.0,Low mpg (20 - 30),4.1,2021,4,30921.106,0.07829946315633085,0.020177382629168017
13500.0,2011,ford,explorer,excellent,6,gas,120821.0,clean,automatic,4wd,full-size,SUV,white,33470.0,Low mpg (20 - 30),4.1,2021,10,27457.058,0.508323142268192,0.0685319202903214
9600.0,2010,honda,cr-v,excellent,4,gas,94537.0,clean,automatic,4wd,mid-size,SUV,grey,26470.0,Low mpg (20 - 30),4.7,2021,11,21288.843,0.5490595707808076,0.06984293620204807
9500.0,2004,honda,pilot,excellent,6,gas,124000.0,clean,automatic,4wd,full-size,SUV,grey,33370.0,Low mpg (20 - 30),4.6,2021,17,23831.605,0.6013696937323356,0.05266379342421046
2995.0,2004,volvo,s60,good,5,gas,191000.0,clean,automatic,fwd,full-size,sedan,silver,37045.0,Low mpg (20 - 30),4.6,2020,16,26985.275,0.8890135453501956,0.12837561124003505
24000.0,1966,ford,mustang,excellent,8,gas,101193.0,clean,manual,rwd,sub-compact,convertible,orange,27765.0,Low mpg (20 - 30),4.6,2020,54,9529.901,-1.5183892256593223,-0.017251176891145636
9800.0,2013,subaru,crosstrek,excellent,4,gas,139200.0,clean,automatic,4wd,compact,SUV,orange,23295.0,Low mpg (20 - 30),4.6,2021,8,19882.058,0.5070932797801918,0.08463228160907432
8900.0,2013,mitsubishi,outlander,good,4,gas,55627.0,rebuilt,automatic,4wd,mid-size,SUV,white,26235.0,Low mpg (20 - 30),3.0,2020,7,22839.146,0.6103181791473289,0.12596259119055953
5000.0,2012,volkswagen,jetta,good,5,gas,149000.0,clean,automatic,fwd,mid-size,sedan,white,19815.0,Medium mpg (30 - 40),4.4,2020,8,16911.912,0.7043504010664199,0.1412887319406727
9995.0,2013,chevrolet,malibu,excellent,4,gas,64866.0,clean,automatic,fwd,mid-size,sedan,silver,22970.0,Medium mpg (30 - 40),4.1,2020,7,19996.767,0.5001692023515601,0.09432012796596045
18250.0,2018,volkswagen,passat,excellent,4,gas,25400.0,clean,automatic,fwd,full-size,sedan,grey,23915.0,Low mpg (20 - 30),4.1,2020,2,22986.351,0.20605058193012016,0.10896160684857137
18931.0,2015,hyundai,santa fe,like new,6,gas,61560.0,clean,automatic,4wd,full-size,SUV,white,28025.0,Low mpg (20 - 30),4.7,2021,6,24885.398,0.2392727654988681,0.04455690213897945
14043.0,2017,nissan,altima,like new,4,gas,59726.0,clean,automatic,fwd,full-size,sedan,silver,25225.0,Medium mpg (30 - 40),4.3,2021,4,23304.001,0.39739961391179135,0.1189362131584254
19880.0,2017,nissan,rogue,excellent,4,gas,67031.0,clean,automatic,4wd,full-size,SUV,black,26745.0,Low mpg (20 - 30),4.7,2021,4,24708.246,0.19541030957842975,0.0529048429467196
6500.0,2010,dodge,charger,good,6,gas,109400.0,clean,automatic,fwd,mid-size,mini-van,grey,31490.0,Low mpg (20 - 30),3.6,2021,11,25326.243,0.7433492208062601,0.11630200109007538
15964.0,2017,nissan,rogue,excellent,4,gas,79486.0,clean,automatic,4wd,full-size,SUV,white,26745.0,Low mpg (20 - 30),4.7,2021,4,24708.246,0.3538999085568437,0.10344910047121092
28966.0,2016,audi,q5,excellent,4,gas,47558.0,clean,automatic,4wd,mid-size,SUV,grey,44395.0,Low mpg (20 - 30),4.7,2021,5,40209.919,0.27963048122529177,0.06349291864987583
5400.0,2009,subaru,forester,good,4,gas,98800.0,salvage,automatic,4wd,mid-size,SUV,green,25845.0,Low mpg (20 - 30),4.0,2021,12,20378.606,0.7350162224050065,0.10476935436834023
10500.0,2014,chrysler,300,good,6,gas,131000.0,clean,automatic,rwd,mid-size,sedan,brown,31535.0,Low mpg (20 - 30),4.0,2020,6,28002.178,0.6250291673740521,0.15082034386841559
15995.0,2015,ford,escape,excellent,4,gas,54000.0,clean,automatic,4wd,mid-size,SUV,orange,26080.0,Low mpg (20 - 30),4.3,2020,5,23621.46,0.32286149967021516,0.0750132718293185
15995.0,2018,ford,escape,excellent,4,gas,55000.0,clean,automatic,fwd,mid-size,SUV,grey,26080.0,Low mpg (20 - 30),4.3,2020,2,25067.282,0.36191725931834173,0.20119918585315755
12995.0,2013,chevrolet,tahoe,excellent,8,gas,145000.0,clean,automatic,4wd,full-size,SUV,white,50295.0,,4.7,2021,8,42926.298,0.697271821576601,0.1387452979698952
11912.0,2012,volkswagen,jetta,excellent,5,gas,65866.0,clean,automatic,fwd,compact,wagon,grey,19815.0,Medium mpg (30 - 40),4.4,2020,8,16911.912,0.2956443955006388,0.04286323852879481
4500.0,2012,nissan,versa,excellent,4,gas,97541.0,clean,automatic,fwd,mid-size,sedan,black,15755.0,Low mpg (20 - 30),4.2,2020,8,13446.741,0.6653464211142313,0.12788363849667106
5490.0,2008,honda,cr-v,excellent,4,gas,194295.0,clean,automatic,4wd,full-size,SUV,blue,26470.0,Low mpg (20 - 30),4.7,2021,13,20462.171,0.731700023423712,0.09625118441473934
9995.0,2013,volvo,s60,excellent,5,gas,80000.0,clean,automatic,fwd,compact,sedan,blue,37045.0,Low mpg (20 - 30),4.6,2020,7,32249.902,0.690076577597042,0.154094094246353
9999.0,2008,chevrolet,suburban,good,8,gas,151147.0,clean,automatic,rwd,full-size,SUV,blue,52995.0,,4.6,2021,13,40966.859,0.7559246609558228,0.10280580710157705
10999.0,2013,nissan,armada,good,8,gas,162598.0,clean,automatic,rwd,full-size,SUV,white,48895.0,,4.1,2020,7,42566.04,0.7416015208367985,0.17578327706436525
12000.0,2019,honda,fit,excellent,4,gas,15531.0,rebuilt,automatic,fwd,mid-size,sedan,white,17145.0,Medium mpg (30 - 40),4.6,2020,1,16808.824,0.28608925883214675,0.28608925883214675
12500.0,2017,chevrolet,malibu,like new,4,gas,56347.0,clean,automatic,fwd,mid-size,sedan,blue,22970.0,Medium mpg (30 - 40),4.1,2020,3,21645.144,0.4225032644735466,0.1672464146274527
12995.0,2014,chevrolet,tahoe,excellent,8,gas,117000.0,clean,automatic,rwd,full-size,SUV,white,50295.0,,4.7,2021,7,43784.824,0.7032076684834909,0.1593095838467098
7995.0,2011,ford,fusion,excellent,4,hybrid,95000.0,clean,automatic,fwd,mid-size,sedan,white,24365.0,Low mpg (20 - 30),4.1,2020,9,20387.542,0.607848753910599,0.09878548534902254
3995.0,2000,honda,cr-v,excellent,4,gas,177000.0,clean,automatic,4wd,mid-size,SUV,red,26470.0,Low mpg (20 - 30),4.7,2021,21,17464.266,0.7712471855387453,0.06783318019546047
13995.0,2014,chevrolet,tahoe,excellent,8,gas,95000.0,clean,automatic,rwd,full-size,SUV,white,50295.0,,4.7,2021,7,43784.824,0.6803687049193118,0.15035870247651373
7395.0,2010,honda,fit,good,4,gas,113396.0,clean,automatic,fwd,sub-compact,sedan,silver,17145.0,Medium mpg (30 - 40),4.6,2020,10,14064.872,0.4742220192263392,0.06226475490490868
11500.0,1972,volkswagen,beetle,excellent,4,gas,58600.0,clean,manual,rwd,compact,other,blue,23940.0,Low mpg (20 - 30),3.6,2019,47,9438.785,-0.21837715341540243,-0.004211391411450327
13995.0,2015,nissan,altima,excellent,4,gas,29000.0,clean,automatic,fwd,mid-size,sedan,grey,25225.0,Medium mpg (30 - 40),4.3,2021,6,22399.078,0.375197496968402,0.07539310704495328
13790.0,2009,jaguar,xf,excellent,8,gas,37375.0,clean,automatic,rwd,mid-size,sedan,grey,52095.0,Low mpg (20 - 30),3.6,2020,11,41898.083,0.6708679965143035,0.0960913222168347
31000.0,2017,audi,a4,excellent,4,gas,32000.0,clean,automatic,4wd,full-size,sedan,green,38395.0,Low mpg (20 - 30),4.7,2020,3,36180.466,0.14318405959724234,0.05020653043570533
10950.0,2013,dodge,journey,excellent,6,gas,66195.0,clean,automatic,4wd,mid-size,SUV,white,25170.0,Low mpg (20 - 30),2.9,2020,7,21912.0,0.5002738225629793,0.09434721167994264
3350.0,1982,chevrolet,camaro,good,8,gas,150000.0,clean,automatic,rwd,mid-size,coupe,white,25995.0,Low mpg (20 - 30),4.3,2020,38,12248.511,0.7264973677208602,0.03354152757967954
4998.0,2008,honda,odyssey,good,6,gas,157531.0,clean,automatic,fwd,full-size,mini-van,white,32910.0,Low mpg (20 - 30),4.7,2021,13,25440.5,0.8035415970598062,0.11765952716656558
3700.0,2007,chrysler,300,good,6,gas,200000.0,clean,automatic,rwd,full-size,sedan,black,31535.0,Low mpg (20 - 30),4.0,2020,13,24377.581,0.8482211996342048,0.13499973665099052
14500.0,2014,chevrolet,malibu,like new,4,gas,20150.0,clean,automatic,fwd,mid-size,sedan,silver,22970.0,Medium mpg (30 - 40),4.1,2020,6,20396.703,0.28910079241728437,0.05528385296659222
2200.0,1999,ford,mustang,good,6,gas,180000.0,clean,manual,rwd,compact,coupe,green,27765.0,Low mpg (20 - 30),4.6,2020,21,18318.676,0.8799039843272516,0.0960008366360523
1000.0,2003,nissan,pathfinder,salvage,6,gas,235000.0,clean,automatic,rwd,mid-size,SUV,black,33075.0,Low mpg (20 - 30),4.1,2020,17,23620.927,0.9576646589695654,0.16973290341710323
1200.0,2002,volvo,s60,fair,5,gas,148000.0,clean,automatic,fwd,mid-size,sedan,brown,37045.0,Low mpg (20 - 30),4.6,2020,18,25937.404,0.9537347685219384,0.15696135048363402
4500.0,2008,acura,mdx,good,6,gas,160333.0,salvage,automatic,4wd,full-size,SUV,custom,45525.0,Low mpg (20 - 30),4.6,2020,12,35896.152,0.8746383734947412,0.15890112610448048
9988.0,2013,chevrolet,impala,good,6,gas,94984.0,clean,automatic,fwd,compact,sedan,black,32495.0,Low mpg (20 - 30),4.0,2020,7,28288.853,0.6469280673910673,0.13819496351641813
9995.0,2014,dodge,journey,excellent,4,gas,93945.0,clean,automatic,fwd,mid-size,SUV,white,25170.0,Low mpg (20 - 30),2.9,2020,6,22350.24,0.5528012227161767,0.1255195571231722
6000.0,2013,nissan,rogue,excellent,4,gas,191500.0,clean,automatic,fwd,mid-size,SUV,silver,26745.0,Low mpg (20 - 30),4.7,2021,8,22826.6,0.737148765037281,0.15381805854066288
8000.0,2009,audi,a4,good,4,gas,153259.0,clean,automatic,4wd,full-size,sedan,black,38395.0,Low mpg (20 - 30),4.7,2020,11,30879.679,0.740929949433736,0.1155479522004863
32500.0,2017,chevrolet,suburban,like new,8,gas,60920.0,clean,automatic,4wd,full-size,SUV,black,52995.0,,4.6,2021,4,48959.188,0.3361818010543802,0.09736475219657481
5995.0,2010,mazda,mazda6,excellent,4,gas,126560.0,clean,automatic,fwd,mid-size,sedan,red,25045.0,Low mpg (20 - 30),4.4,2020,10,20545.623,0.7082103570186215,0.11588860665119405
3900.0,2004,hyundai,elantra,good,4,gas,187073.0,clean,automatic,fwd,mid-size,sedan,red,20645.0,Medium mpg (30 - 40),4.8,2021,17,14743.886,0.7354835760395868,0.07524513224791263
6000.0,2005,volvo,xc90,excellent,5,gas,114500.0,clean,automatic,4wd,full-size,SUV,silver,52445.0,Low mpg (20 - 30),4.3,2020,15,38967.408,0.846025170573316,0.11726574062239359
22250.0,2020,hyundai,tucson,new,4,gas,10000.0,clean,automatic,fwd,mid-size,SUV,black,24840.0,Low mpg (20 - 30),4.2,2021,1,24352.941,0.08635265038419793,0.08635265038419793
10500.0,2011,nissan,maxima,like new,6,gas,84400.0,clean,automatic,fwd,full-size,sedan,silver,35375.0,Low mpg (20 - 30),3.9,2020,9,29600.218,0.6452728827875525,0.10877314285973083
1200.0,2001,lincoln,continental,excellent,8,gas,171276.0,rebuilt,automatic,fwd,full-size,sedan,silver,47300.0,,3.7,2020,19,32468.175,0.9630407314239251,0.15934651181407844
4000.0,2008,chevrolet,impala,good,6,gas,114226.0,clean,automatic,fwd,full-size,sedan,grey,32495.0,Low mpg (20 - 30),4.0,2020,12,25622.086,0.8438846860478104,0.1433821387892844
4200.0,2003,acura,mdx,excellent,6,gas,205000.0,clean,automatic,4wd,mid-size,SUV,silver,45525.0,Low mpg (20 - 30),4.6,2020,17,32512.251,0.87081792644871,0.11342030725975805
24500.0,2014,dodge,challenger,new,6,gas,1393.0,clean,automatic,rwd,mid-size,coupe,silver,29590.0,Low mpg (20 - 30),4.0,2020,6,26275.073,0.06755730041168684,0.011590239223200682
8999.0,2012,chevrolet,traverse,like new,6,gas,83309.0,clean,automatic,4wd,full-size,SUV,white,30995.0,Low mpg (20 - 30),4.3,2021,9,25935.229,0.6530202220308138,0.11095716756705265
5999.0,2008,ford,taurus,excellent,6,gas,141982.0,clean,automatic,fwd,full-size,sedan,custom,28895.0,Low mpg (20 - 30),3.1,2019,11,23239.181,0.7418583727197615,0.11583656720274937
13500.0,2015,volkswagen,jetta,like new,6,gas,33338.0,clean,automatic,fwd,full-size,sedan,custom,19815.0,Medium mpg (30 - 40),4.4,2020,5,17947.056,0.24778749227728492,0.055356131246513174
6999.0,2007,ford,explorer,excellent,5,gas,139044.0,clean,automatic,4wd,full-size,SUV,black,33470.0,Low mpg (20 - 30),4.1,2021,14,25366.077,0.724080314035158,0.0878717510012953
12500.0,2012,dodge,charger,like new,5,gas,55941.0,clean,automatic,rwd,full-size,sedan,grey,31490.0,Low mpg (20 - 30),3.6,2021,9,26349.423,0.5256063102406454,0.07951771721717804
3500.0,1999,bmw,3 series,like new,4,gas,200000.0,clean,automatic,rwd,full-size,sedan,silver,41745.0,Low mpg (20 - 30),4.6,2020,21,27542.341,0.8729229298264807,0.09356527861206942
5500.0,2006,chrysler,300,like new,5,gas,71906.0,clean,automatic,rwd,full-size,sedan,silver,31535.0,Low mpg (20 - 30),4.0,2020,14,23899.589,0.7698705195306915,0.09961844454396629
1995.0,2007,hyundai,tucson,good,4,gas,219000.0,clean,manual,fwd,compact,SUV,red,24840.0,Low mpg (20 - 30),4.2,2021,14,18825.616,0.8940273720658065,0.14813460020072122
12500.0,2007,chevrolet,tahoe,excellent,8,gas,168000.0,clean,automatic,rwd,full-size,SUV,black,50295.0,,4.7,2021,14,38117.324,0.6720651218852614,0.07654996803545122
950.0,2000,chevrolet,malibu,fair,4,gas,200000.0,clean,automatic,fwd,compact,sedan,green,22970.0,Medium mpg (30 - 40),4.1,2020,20,15458.152,0.9385437534835989,0.13018217847427005
4900.0,2009,hyundai,elantra,like new,4,gas,108.0,clean,automatic,fwd,mid-size,sedan,black,20645.0,Medium mpg (30 - 40),4.8,2021,12,16278.442,0.6989883921323674,0.09520830907727285
8699.0,2011,kia,sportage,excellent,4,gas,107960.0,clean,automatic,rwd,full-size,SUV,silver,25110.0,Low mpg (20 - 30),4.3,2021,10,20598.946,0.5776968394402315,0.08259218965634563
14900.0,2018,ford,escape,excellent,4,gas,117174.0,clean,automatic,4wd,mid-size,SUV,black,26080.0,Low mpg (20 - 30),4.3,2020,2,25067.282,0.40559969764572,0.22902639321810758
2500.0,2003,ford,taurus,good,6,gas,184000.0,clean,automatic,fwd,full-size,sedan,grey,28895.0,Low mpg (20 - 30),3.1,2019,16,21048.442,0.8812263634524589,0.12467364778669277
2400.0,2006,honda,civic,like new,4,gas,102000.0,clean,automatic,fwd,compact,sedan,black,22005.0,Medium mpg (30 - 40),4.6,2021,15,16350.039,0.8532113593123539,0.12007397395333363
8995.0,2008,honda,odyssey,excellent,6,gas,126000.0,clean,automatic,fwd,full-size,SUV,grey,32910.0,Low mpg (20 - 30),4.7,2021,13,25440.5,0.6464299050726204,0.0768604706728705
9495.0,2016,volkswagen,jetta,like new,6,gas,115000.0,clean,automatic,fwd,mid-size,sedan,red,19815.0,Medium mpg (30 - 40),4.4,2020,4,18305.997,0.4813175157845814,0.15135629214766788
7995.0,2008,buick,enclave,excellent,6,gas,128000.0,clean,automatic,4wd,full-size,SUV,silver,41195.0,Low mpg (20 - 30),4.0,2020,12,32481.976,0.7538634964818642,0.11025681764569573
6900.0,2012,nissan,altima,excellent,4,gas,89000.0,clean,automatic,fwd,mid-size,sedan,grey,25225.0,Medium mpg (30 - 40),4.3,2021,9,21107.152,0.6730965883033391,0.11682532762033271
3200.0,2009,ford,fusion,fair,4,gas,202000.0,clean,automatic,fwd,mid-size,sedan,black,24365.0,Low mpg (20 - 30),4.1,2020,11,19595.869,0.8367002759612243,0.15188797132405873
10995.0,2009,honda,pilot,excellent,6,gas,130000.0,clean,automatic,4wd,full-size,SUV,white,33370.0,Low mpg (20 - 30),4.6,2021,12,26312.017,0.5821300966778792,0.07013459357358143
18500.0,2019,mitsubishi,outlander,like new,4,gas,8158.0,clean,automatic,fwd,mid-size,SUV,blue,26235.0,Low mpg (20 - 30),3.0,2020,1,25720.588,0.2807318401896566,0.2807318401896566
10998.0,2009,chevrolet,suburban,excellent,8,gas,186663.0,clean,automatic,rwd,full-size,SUV,brown,52995.0,,4.6,2021,12,41786.196,0.736803034188611,0.10527396821494961
9998.0,2011,nissan,murano,excellent,6,gas,136069.0,clean,automatic,4wd,mid-size,SUV,white,32825.0,Low mpg (20 - 30),4.1,2020,9,27466.492,0.635992830828196,0.1062121688718135
8498.0,2010,ford,explorer,excellent,6,gas,154745.0,clean,automatic,4wd,mid-size,SUV,black,33470.0,Low mpg (20 - 30),4.1,2021,11,26918.684,0.684308489969272,0.09951093022514845
8498.0,2012,volvo,xc90,excellent,6,gas,147002.0,clean,automatic,fwd,mid-size,SUV,silver,52445.0,Low mpg (20 - 30),4.3,2020,8,44761.303,0.8101485115390854,0.18754044462529829
6498.0,2008,volvo,xc90,excellent,6,gas,157015.0,clean,automatic,fwd,mid-size,SUV,black,52445.0,Low mpg (20 - 30),4.3,2020,12,41352.525,0.8428632834391612,0.1429164899823876
5498.0,2007,volkswagen,jetta,good,5,gas,105658.0,clean,automatic,fwd,mid-size,sedan,silver,19815.0,Medium mpg (30 - 40),4.4,2020,13,15317.639,0.6410673994863046,0.07579093592261188
5498.0,2004,chevrolet,trailblazer,excellent,6,gas,156873.0,clean,automatic,4wd,mid-size,SUV,black,19995.0,Low mpg (20 - 30),4.6,2021,17,14279.68,0.6149773664395841,0.05459729878606412
3700.0,2003,honda,civic,like new,4,gas,127963.0,clean,automatic,fwd,compact,sedan,silver,22005.0,Medium mpg (30 - 40),4.6,2021,18,15407.007,0.7598495282049265,0.07619052220202793
3700.0,2007,honda,civic,like new,4,gas,224136.0,clean,automatic,fwd,compact,sedan,black,22005.0,Medium mpg (30 - 40),4.6,2021,14,16677.04,0.7781380868547416,0.10196838689171817
2400.0,2001,honda,civic,good,4,gas,153993.0,clean,automatic,fwd,compact,sedan,white,22005.0,Medium mpg (30 - 40),4.6,2021,20,14808.734,0.8379334789861173,0.08697080347066233
19995.0,2016,volkswagen,tiguan,excellent,4,gas,36934.0,clean,automatic,4wd,compact,SUV,white,26440.0,Low mpg (20 - 30),4.2,2021,5,23947.523,0.16504934560455375,0.0354335280786483
5995.0,2013,nissan,rogue,good,4,gas,139027.0,clean,automatic,fwd,full-size,SUV,grey,26745.0,Low mpg (20 - 30),4.7,2021,8,22826.6,0.7373678077330833,0.1539062346454616
6000.0,2005,honda,odyssey,excellent,6,gas,109297.0,clean,automatic,fwd,mid-size,van,silver,32910.0,Low mpg (20 - 30),4.7,2021,16,23973.152,0.7497200201291845,0.08293180479764273
17900.0,2017,nissan,altima,like new,4,gas,17857.0,clean,automatic,fwd,mid-size,sedan,black,25225.0,Medium mpg (30 - 40),4.3,2021,4,23304.001,0.231891553729336,0.06382802689403733
5995.0,2002,ford,explorer,good,6,gas,118074.0,clean,manual,rwd,full-size,SUV,silver,33470.0,Low mpg (20 - 30),4.1,2021,19,22974.838,0.7390623603091346,0.06826715172967113
12500.0,2012,honda,odyssey,excellent,6,gas,97434.0,clean,automatic,fwd,full-size,mini-van,blue,32910.0,Low mpg (20 - 30),4.7,2021,9,27537.616,0.5460754482159966,0.08401771440124306
12995.0,2017,nissan,altima,like new,4,gas,79500.0,clean,automatic,fwd,full-size,sedan,white,25225.0,Medium mpg (30 - 40),4.3,2021,4,23304.001,0.44237043244205143,0.1358553443045074
4995.0,2012,nissan,sentra,good,4,gas,104999.0,clean,automatic,fwd,sub-compact,sedan,black,20235.0,Medium mpg (30 - 40),4.6,2020,8,17270.378,0.7107764520267015,0.14364427359569354
2800.0,2003,chevrolet,impala,good,6,gas,116000.0,clean,automatic,fwd,full-size,sedan,brown,32495.0,Low mpg (20 - 30),4.0,2020,17,23206.712,0.8793452514944814,0.11697458988437437
8900.0,2016,hyundai,accent,like new,4,gas,77005.0,clean,automatic,fwd,mid-size,sedan,grey,16270.0,Medium mpg (30 - 40),4.3,2020,4,15030.965,0.40788898117985106,0.12279563156286233
4000.0,2004,nissan,armada,fair,8,gas,200000.0,clean,automatic,4wd,full-size,SUV,grey,48895.0,,4.1,2020,16,35617.358,0.8876952074884387,0.12773209467889712
4500.0,2012,nissan,altima,like new,4,gas,173000.0,salvage,automatic,fwd,mid-size,sedan,black,25225.0,Medium mpg (30 - 40),4.3,2021,9,21107.152,0.7868021228065255,0.15779014380017342
7250.0,2004,honda,pilot,good,6,gas,109189.0,clean,automatic,4wd,full-size,SUV,grey,33370.0,Low mpg (20 - 30),4.6,2021,17,23831.605,0.6957821346904667,0.0676067928440498
7650.0,2007,honda,pilot,good,6,gas,161465.0,clean,automatic,fwd,full-size,SUV,silver,33370.0,Low mpg (20 - 30),4.6,2021,14,25290.29,0.6975123654177157,0.08186258102966804
8450.0,2007,honda,cr-v,good,4,gas,122671.0,clean,automatic,4wd,full-size,SUV,silver,26470.0,Low mpg (20 - 30),4.7,2021,14,20060.952,0.5787836987995385,0.05988941898729605
4450.0,2003,honda,civic,good,4,gas,130773.0,clean,other,fwd,mid-size,coupe,silver,22005.0,Medium mpg (30 - 40),4.6,2021,18,15407.007,0.7111703785167359,0.06666908415217565
4650.0,2002,chevrolet,tahoe,good,8,gas,202311.0,clean,automatic,rwd,full-size,SUV,grey,50295.0,,4.7,2021,19,34524.035,0.8653112244846235,0.10013919228485169
20999.0,2018,nissan,rogue,excellent,4,gas,17355.0,clean,automatic,rwd,full-size,SUV,custom,26745.0,Low mpg (20 - 30),4.7,2021,3,25202.411,0.16678606661878503,0.059008917128376415
6250.0,2005,nissan,armada,like new,8,gas,161672.0,clean,automatic,4wd,full-size,SUV,black,48895.0,,4.1,2020,15,36329.705,0.8279644714979106,0.11071450281099748
7500.0,2013,chevrolet,malibu,excellent,4,gas,96546.0,clean,automatic,fwd,full-size,sedan,white,22970.0,Medium mpg (30 - 40),4.1,2020,7,19996.767,0.6249393714493947,0.1307246713357979
8500.0,2012,ford,explorer,good,6,gas,158049.0,clean,automatic,4wd,full-size,SUV,black,33470.0,Low mpg (20 - 30),4.1,2021,9,28006.199,0.6964957650982913,0.12408341289685487
15200.0,2019,volkswagen,jetta,like new,4,gas,29915.0,clean,manual,fwd,compact,sedan,black,19815.0,Medium mpg (30 - 40),4.4,2020,1,19426.471,0.21756246927195377,0.21756246927195377
18900.0,2015,infiniti,qx50,good,6,gas,19555.0,clean,automatic,4wd,full-size,SUV,black,39345.0,Low mpg (20 - 30),4.4,2021,6,34937.234,0.45902987053869226,0.09733026629494512
11500.0,2020,hyundai,accent,excellent,4,gas,3000.0,clean,automatic,fwd,full-size,sedan,red,16270.0,Medium mpg (30 - 40),4.3,2020,1,15950.98,0.27904116236118404,0.27904116236118404
9900.0,2012,chevrolet,traverse,good,6,gas,135620.0,clean,automatic,4wd,full-size,SUV,black,30995.0,Low mpg (20 - 30),4.3,2021,9,25935.229,0.618279830881771,0.10148106396925405
7999.0,2011,ford,taurus,good,6,gas,107500.0,clean,automatic,fwd,full-size,sedan,red,28895.0,Low mpg (20 - 30),3.1,2019,8,24661.604,0.6756496454975109,0.13128604689703582
7250.0,2013,volkswagen,jetta sportwagen,excellent,4,diesel,129000.0,clean,automatic,fwd,mid-size,wagon,blue,31565.0,Low mpg (20 - 30),4.0,2020,7,27479.232,0.7361643877092343,0.17332777705891744
35000.0,2017,audi,s3,like new,4,gas,38148.0,clean,automatic,4wd,full-size,sedan,grey,43995.0,Low mpg (20 - 30),4.6,2020,3,41457.471,0.15576133430811534,0.05487682402452865
7499.0,2009,ford,escape,excellent,4,gas,124740.0,clean,automatic,4wd,full-size,SUV,blue,26080.0,Low mpg (20 - 30),4.3,2020,11,20975.18,0.642482209926208,0.08926779104712512
2400.0,1999,chevrolet,suburban,good,8,gas,192000.0,clean,automatic,4wd,full-size,SUV,grey,52995.0,,4.6,2021,22,34279.235,0.9299867689579421,0.11384807082218373
2900.0,2006,nissan,altima,excellent,4,gas,145622.0,clean,automatic,fwd,full-size,sedan,grey,25225.0,Medium mpg (30 - 40),4.3,2021,15,18742.547,0.8452718299172466,0.11697847027827613
3500.0,2006,nissan,sentra,like new,4,gas,99328.0,rebuilt,automatic,fwd,compact,sedan,red,20235.0,Medium mpg (30 - 40),4.6,2020,14,15335.601,0.7717728832407676,0.10015213859936234
2000.0,2002,volkswagen,jetta,good,4,gas,162745.0,clean,manual,fwd,compact,sedan,silver,19815.0,Medium mpg (30 - 40),4.4,2020,18,13873.658,0.8558419127817624,0.10201551338648762
1000.0,2004,ford,taurus,good,6,gas,230626.0,clean,automatic,fwd,full-size,sedan,red,28895.0,Low mpg (20 - 30),3.1,2019,15,21469.411,0.9534221036618098,0.18489793886272832
5350.0,2007,honda,cr-v,excellent,4,gas,156000.0,rebuilt,automatic,fwd,full-size,SUV,white,26470.0,Low mpg (20 - 30),4.7,2021,14,20060.952,0.7333127560446783,0.09008639165832588
3400.0,2005,hyundai,santa fe,good,6,gas,130000.0,clean,automatic,fwd,full-size,SUV,grey,28025.0,Low mpg (20 - 30),4.7,2021,16,20414.694,0.833453295944578,0.1059825357137738
